"x1","x2","x3","x4","x5","time","event"
1,1,12.401930751197,11.996283049074,-0.0046207678264578,0.960707555805115,1
1,0,12.0895021743355,21.3351087897343,0.760242167662055,0.801231984327579,1
0,0,7.9935827063203,24.6853005094352,0.0389909128725626,11.5575438508706,1
1,0,13.6969638033455,28.2381569691972,0.735072141614441,1.84363365812071,1
1,1,8.66645318248437,14.4925536070379,-0.14647262699887,1.69011589905958,1
1,1,10.2110276249121,15.3965777374916,-0.0578873353812826,0.533455699682236,0
1,1,9.15548823626229,17.1767144209595,0.482369466104533,1.49253338209636,1
0,1,9.75529965609006,15.7837768716912,0.992943636775734,12.222491399385,0
1,1,10.376386069003,17.41702510743,-1.24639549803204,4.90171703218512,1
1,0,10.238321915994,19.258488129294,-0.0334875248456097,2.53075587049392,1
0,1,9.94981489826519,15.1951117970401,-0.0709621812499963,10.1153735294938,0
1,1,10.2161454558841,28.1478886679326,-0.75892065373095,0.414289118829213,1
1,1,9.02912952830667,20.4310989795422,-1.03435936093915,1.23521408369443,1
0,0,8.99156573862419,19.6635675979777,-0.63073195397082,4.67501845210791,0
0,1,6.67780184017038,21.9824785664184,0.586807720012995,0.95540027309302,1
1,1,9.23533254625236,20.1496607444719,-0.416322656183652,1.04877855327349,1
1,0,8.9746994842444,19.4716478521764,-0.78488780950532,0.580844931220636,1
0,0,15.4037820006896,25.9071496942084,0.163416319486097,6.43368255905807,0
0,1,7.27576753762056,19.1318791596316,-1.23671423510935,12.0664209071547,0
1,1,10.2745124371172,14.8655911836311,1.04587377623667,2.08137789142727,1
1,0,7.01274986536742,21.5426715617736,-0.484595416218709,2.1280134343424,1
0,0,7.05912851712641,18.5939485058836,0.189128811680665,0.946157930418849,0
1,1,10.249404772394,17.9128156265749,0.0510063315749732,2.48768861258755,1
1,1,8.00672173023193,15.7274751972513,-0.000240668886441977,7.43030629120767,0
0,1,9.99635477139058,21.7134636130668,1.80938204244287,3.10688844881952,0
1,0,9.14348223714837,19.303927062292,-0.825327957109945,0.470968167644753,1
0,1,8.77265678710101,22.0626709145921,1.14547045222799,10.4493838055676,1
1,1,5.95064430916178,19.0625388907763,0.0315731875532431,1.11859653331339,0
0,0,7.55050409928003,17.3659862967129,-0.83520580530672,11.7856511359569,0
1,1,10.3590328822359,25.0009464163149,-0.0687636490165125,5.91332215086323,1
1,1,11.1352411888471,18.9129451395544,0.746771687012467,7.38854392521997,1
1,1,9.01424529289305,23.7918079835008,-0.425518734394604,1.18551511521077,1
0,1,10.0001257681307,15.1936702795642,-0.772082235193457,1.02562497742474,0
1,1,12.2457792867599,18.135535614498,0.152764106747895,3.42797673493624,0
0,1,12.8797114859524,18.9225944193873,0.988596845178799,8.65394019708037,0
1,1,7.80577246318836,18.4361383674766,-0.073458334672174,1.00769266939228,1
0,1,9.76536087949965,25.3948280479669,-1.38702655355974,7.2879629898012,1
0,0,12.4029968018394,19.9089411948063,-1.30667590437536,11.179964058884,1
1,1,9.0605408388674,20.9769034044138,-0.768395325077939,0.451970927638582,1
1,1,9.89506103012201,16.2305131685443,-0.527108125374458,2.0615094602108,0
0,0,9.82778540352582,17.0831308939617,-0.0214270650416246,2.86164875207194,1
0,0,8.22464196418714,23.9922756342194,0.670498070996282,1.10700814898809,1
0,0,9.11063199023052,25.0339266583822,-0.434617038572407,8.86430935934186,0
1,1,9.94111024182352,24.9954547552404,-1.11387978331285,0.956663612363818,1
0,1,9.17226230188415,14.4774518018987,0.6071059948785,10.1249371241556,1
1,1,12.2267720467364,28.1998427745456,0.275456968739591,2.78024756353066,1
1,0,9.03801431669204,24.0674913191982,1.15734706941474,2.25539126222942,1
1,1,9.13366193479854,19.893130143447,-1.68248085947826,1.7297095674892,1
1,0,11.3937251531042,22.814431115193,0.0873190888948744,0.957388582144467,1
1,0,7.88726317365818,16.1144590833925,1.35336189394267,0.274517985060811,0
0,1,9.91860304969757,15.6153750337646,0.724173800683369,10.8092986185176,1
